"","X","r_stele","radius","CF","OneC","nX","X_size","aerenchyma","TCA","Accession","id","rep","kr1_new","kr2_new","kr3_new","Kr1","Kr2","Kr3","Kx"
"569",569,0.296937431916069,0.57147698398498,11.6,0.0236672027645613,9.79893525323027,0.0868119700818635,0.0017,0.75,"PI_571749",569,137,NA,NA,NA,NA,NA,NA,NA
"570",570,0.219961593692936,0.445316807556712,9.8,0.0229954299860996,7.25873259186688,0.072541292265599,0.0048,0.47,"PI_572049",570,138,0.0001503086318146,5.64527703893206e-05,5.03979145377636e-05,0.000420564757635251,0.000157955304429275,0.000141013769182867,2.06846589598328
"571",571,0.252943248818667,0.504941797470972,9,0.0279998387391451,8.347127211016,0.0741033418010071,0.0448,0.6,"PI_571770",571,139,0.00014482948145329,5.69296620168797e-05,5.09779285771067e-05,0.000459492223559704,0.000180617487020936,0.000161734762282617,1.95542976641904
"572",572,0.312094256871606,0.631287555320161,10.5,0.0303993617570053,10.299110476763,0.092359111494165,0.1083,0.946,"PI_571913",572,140,0.000132111170436173,5.51021385844434e-05,4.95826556982097e-05,0.00052401852053682,0.000218562450427953,0.000196669439817091,7.15833402541428
"573",573,0.318654756268644,0.59867932304611,9.3,0.0301101684706952,10.5156069568653,0.0845208571309422,0.1459,0.807,"PI_571986",573,141,0.000141766711389949,5.84216680057144e-05,5.21599333061989e-05,0.000533271522433347,0.000219759713229207,0.000196205489790255,5.38268446626826
"574",574,0.275818894925504,0.521684725372654,10.2,0.0241044931810931,9.10202353254162,0.08446390775683,0.0391,0.616,"PI_571522",574,142,0.000156171977754785,5.99624041815612e-05,5.3213457661256e-05,0.000511907036898421,0.00019654727494125,0.000174425295921301,5.223929060794
"575",575,0.280397114620312,0.562777342074885,10.4,0.0271519449475551,9.25310478247029,0.0885622715011042,0.059,0.748,"PI_571523",575,143,0.000142097941376231,5.66915342127534e-05,5.07323126331245e-05,0.000502463198493646,0.000200463211023104,0.000179391198955704,5.95381401353255
"576",576,0.223550111006135,0.461119294728351,9.3,0.0255450735185179,7.37715366320244,0.0871438980801728,0.0075,0.511,"PI_572146",576,144,0.000149420284375624,5.67179597455248e-05,5.067772492477e-05,0.000432915087718102,0.000164328830058306,0.000146828469928543,4.46904911134336
"577",577,0.283220923164789,0.538202560777306,10,0.0254981637612517,9.34629046443803,0.0933738808092846,0.0647,0.658,"PI_503720",577,145,0.000148835802714692,5.83581330209555e-05,5.19867129224365e-05,0.000503307083023752,0.000197345404571731,0.000175799642019883,8.0092697514543
"578",578,0.28490177426065,0.616749798532298,11.6,0.0286075882992799,9.40175855060146,0.0893874438548079,0.0971,0.941,"PI_571439",578,146,0.000116721811984412,4.88601107766276e-05,4.44125928573874e-05,0.000452314911665327,0.000189340418163144,0.000172105604544591,6.00011445948973
"579",579,0.24785844353879,0.487297829969627,8.7,0.0275217685552686,8.17932863678007,0.0716726067642962,0.0788,0.553,"PI_571822",579,147,0.000144703339225898,5.68054061411836e-05,5.08285339820118e-05,0.000443050161209412,0.000173925802148408,0.000155625919175319,1.69303962364009
"580",580,0.317654267908148,0.585236223702668,10.2,0.026233525077894,10.4825908409689,0.0954446025246042,0.0831,0.759,"PI_571819",580,148,0.000151939819068556,6.05577426202583e-05,5.3781012193591e-05,0.000558705147413524,0.000222679760480797,0.000197760722171922,9.89427369305276
"581",581,0.325572099694065,0.608697550116585,10.3,0.0274879078080116,10.7438792899042,0.0923720851847796,0.0817,0.831,"PI_487903",581,149,0.000146670163703373,5.91473011554316e-05,5.27302847205551e-05,0.000560948768458251,0.000226212372734985,0.000201670111545448,8.7389232630925
"582",582,0.374241031850956,0.728219932700414,13.7,0.025837875974413,12.3499540510815,0.0890979580583741,0.0122,1.226,"PI_571543",582,150,0.000129054819183884,5.38272702793205e-05,4.8460031130231e-05,0.000590495588229945,0.000246288870321929,0.000221730848711,8.45815057499508
"583",583,0.2705758189903,0.534939798182214,10.9,0.0242535760726526,8.92900202667992,0.0818658032742689,0.0639,0.669,"PI_488408",583,151,0.000144555363959576,5.65526541253193e-05,5.0524338254147e-05,0.000485868774921072,0.00019008058937258,0.000169818660884179,4.34376878609477
"584",584,0.314127465715711,0.584419804485789,10.2,0.0264992488990272,10.3662063686185,0.0751664517805886,0.0431,0.763,"PI_571676",584,152,0.000151076455764375,5.9877569447767e-05,5.32701545697921e-05,0.000554755454181794,0.000219871508543364,0.000195608962648619,3.03197012727283
"585",585,0.329942390539404,0.645004667612735,11,0.0286420251884846,10.8880988878003,0.0865105390301649,0.1275,0.965,"PI_571994",585,153,0.000129852353152986,5.42444420366967e-05,4.88145041230881e-05,0.00052625053458637,0.000219835574227286,0.000197829752535008,6.14664021326845
"586",586,0.292073705590311,0.57619199169174,12.7,0.0223715185906636,9.63843228448028,0.086773933944666,0.004,0.775,"PI_571550",586,154,0.000142789043692539,5.56861582511749e-05,4.98272076969585e-05,0.000516942181490766,0.000201601771261855,0.000180390489202534,6.89359911987946
"587",587,0.231248915411244,0.454514153941635,8.2,0.0272274681134623,7.63121420857106,0.0683498007373337,0.066,0.481,"PI_571447",587,155,0.000155848148910439,5.97130568030172e-05,5.30908463495575e-05,0.000445070622182926,0.000170528347815257,0.000151616661360506,1.48264487010664
"588",588,0.286572766737208,0.555662298161641,9,0.0298988368249371,9.45690130232785,0.0820475530222955,0.0904,0.712,"PI_571853",588,156,0.000141053101963765,5.70323090544587e-05,5.11098383809831e-05,0.000492462811882372,0.000199118565235938,0.000178441270511147,3.8377340860832
"589",589,0.190492327994993,0.42856131921587,8.3,0.0286830109904671,6.28624682383478,0.0805071279850133,0.0074,0.462,"PI_572073",589,157,0.000142149502410068,5.4265168484082e-05,4.88327410555842e-05,0.000382770255797605,0.000146121457123589,0.000131493395813817,2.38973470031109
"590",590,0.317152840179743,0.572589890558072,9.4,0.0271741542955668,10.4660437259315,0.0854357059023455,0.123,0.714,"PI_515087",590,158,0.000156612777003142,6.2436865379197e-05,5.52403370291962e-05,0.000563443969141737,0.000224628385520022,0.000198737519045672,5.67551011119312
"591",591,0.259772392434153,0.579497135388864,10.9,0.0293325452252028,8.57248895032705,0.0731228050112264,0.0603,0.844,"PI_571465",591,159,0.000117712307461972,4.8395839277683e-05,4.40612537394342e-05,0.000428600856806813,0.000176213504157166,0.000160430897260295,2.09670663277744
"592",592,0.347331897273568,0.647958902922415,11.3,0.0266041597919333,11.4619526100278,0.100541752560625,0.0027,0.94,"PI_498684",592,160,NA,NA,NA,NA,NA,NA,NA
"593",593,0.293161507141752,0.552214515350757,10.3,0.0251507774960199,9.67432973567782,0.0827268119731825,0.0295,0.689,"PI_488492",593,161,NA,NA,NA,NA,NA,NA,NA
"594",594,0.249139374258344,0.501462670679677,9,0.0280359218245926,8.22159935052535,0.0725631894058,0.0452,0.594,"PI_583344",594,162,0.000144425927943753,5.68079091138384e-05,5.08801047298516e-05,0.00045505474184517,0.000178989387740885,0.000160312163145075,1.83696300660096
"595",595,0.300136132096775,0.61597514911811,11,0.0287126379110305,9.90449235919357,0.0928060631091333,0.1722,0.909,"PI_234767",595,163,0.000124988488323964,5.23317356718786e-05,4.7218341161511e-05,0.00048374119733716,0.000202538784268124,0.000182748485048798,8.13442905112235
"596",596,0.306433380075047,0.580868728160518,10.3,0.0266442085519875,10.1123015424766,0.0824568867418402,0.0602,0.766,"PI_586784",596,164,0.000147985879010753,5.87840922290468e-05,5.23922273865052e-05,0.000540104929553206,0.000214544645776043,0.000191216219215535,4.73055645171727
"597",597,0.317654267908148,0.602125369307205,9.6,0.029632406395735,10.4825908409689,0.0902107188104487,0.1052,0.822,"PI_498703",597,165,0.000135719881954565,5.61900251862077e-05,5.0442356232083e-05,0.000513464316323732,0.000212581771004695,0.000190836814646917,6.61833248529227
"598",598,0.271163389321744,0.553078476007359,9.8,0.0287668455801648,8.94839184761755,0.0843465968576238,0.14,0.73,"PI_498686",598,166,0.00013037478918146,5.35390803809295e-05,4.82069403572916e-05,0.000453064719885126,0.000186053366666862,0.000167523675908664,4.32503089398729
"599",599,0.278117425456696,0.536425332278544,9.8,0.0263579496756988,9.17787504007098,0.0865527496009228,0.1322,0.661,"PI_583923",599,167,0.000140939634693816,5.64580445234148e-05,5.05004936033242e-05,0.000475031368194413,0.000190289567542888,0.000170209881861804,5.40752270589801
"600",600,0.244626774091784,0.457306893915618,7.7,0.0276207947823161,8.07268354502887,0.0784293108177336,0.1577,0.469,"PI_583926",600,168,0.00015033116496543,5.8819815184696e-05,5.23011126641664e-05,0.000431953144360478,0.000169009560496483,0.000150279086003448,2.80076008429188
"601",601,0.249777376261388,0.492495820563026,8.5,0.0285551110943104,8.2426534166258,0.0776164621546162,0.1266,0.567,"PI_583927",601,169,0.000149418995592466,5.88191839904339e-05,5.23990042984269e-05,0.000462368490807888,0.000182012582967594,0.000162145706047841,2.58404076704834
"602",602,0.243975303496827,0.485662048818094,9.9,0.0244128025577037,8.05118501539529,0.0754529816468569,0.0321,0.553,"PI_583928",602,170,0.000148114997661635,5.68761953109406e-05,5.07853865023929e-05,0.000451973604008657,0.000173557974430868,0.000154971843033048,2.62420521876492
"603",603,0.240691502312504,0.474053562000916,8.6,0.0271351232195828,7.94281957631262,0.0895267280874344,0.1771,0.524,"PI_583932",603,171,0.000141566133282245,5.63498709083007e-05,5.0317103143847e-05,0.000421664124515416,0.000167841830755755,0.000149872831540869,5.6972177422233
"604",604,0.325082885143187,0.644757870332756,11.4,0.028041665367506,10.7277352097252,0.0943477762274114,0.05,0.974,"PI_218180",604,172,0.000136478292162727,5.59366081684406e-05,5.02229604436231e-05,0.000552891737397582,0.000226606649191521,0.000203459901328605,9.48140349847022
"605",605,0.297472937187728,0.546711060000234,9.3,0.0267997981518824,9.81660692719501,0.0889486325957796,0.0283,0.661,"PI_218186",605,173,0.000158119053977725,6.15831884253515e-05,5.46283868406616e-05,0.000543152690874846,0.000211543603787274,0.00018765325597532,6.9280162204854
"606",606,0.385965058954841,0.685205868422835,9.5,0.0314990325755783,12.7368469455098,0.112674581782064,0.1062,1.007,"PI_311229",606,174,NA,NA,NA,NA,NA,NA,NA
"607",607,0.309533965408194,0.567844974182373,9,0.028701223197131,10.2146208584704,0.0907017990800842,0.1325,0.712,"PI_476869",607,175,0.000148182507004072,6.00226252745307e-05,5.34050793469746e-05,0.000528696691597081,0.000214153236068166,0.000190542658078049,7.24783782650616
"608",608,0.33042441035892,0.587678676241884,10.2,0.0252210064591141,10.9040055418444,0.108598221877464,0.0218,0.742,"PI_503563",608,176,0.00016130468865905,6.29260891492346e-05,5.56521858985426e-05,0.00059561659890152,0.000232354208131309,0.000205495363847661,20.2701383470667
"609",609,0.352787705990249,0.624188513743212,10.7,0.0253645614722395,11.6419942976782,0.10766989780324,0.0355,0.834,"PI_503566",609,177,NA,NA,NA,NA,NA,NA,NA
"610",610,0.290434364080259,0.552790639154137,10.7,0.0245192780442876,9.58433401464855,0.0839096720802336,0.0239,0.696,"PI_508270",610,178,0.000147321413139246,5.76110508759768e-05,5.13845079920643e-05,0.000511689404980105,0.000200099657713329,0.000178473093350002,5.48766655491127
"611",611,0.287127603203875,0.54990398423234,10,0.0262776381028465,9.47521090572787,0.0983618899402566,0.0813,0.69,"PI_608619",611,179,0.000145875201758784,5.78798157118024e-05,5.16573295308227e-05,0.000504020504104197,0.000199983366197908,0.000178483751569064,10.0163837020068
"612",612,0.337100325374529,0.64525137049711,11,0.0280137313747801,11.1243107373595,0.0992128051648058,0.1625,0.952,"NSL_106891",612,180,0.000131595046555009,5.50952479887867e-05,4.9464090822585e-05,0.000533517102834957,0.000223369023807926,0.00020053899535648,12.237367203784
"613",613,0.292073705590311,0.569524164563087,10.7,0.025929949436708,9.63843228448028,0.0897670134728152,0.0153,0.751,"PI_540761",613,181,0.000141701857867733,5.62079948530324e-05,5.03615478634565e-05,0.00050706959301013,0.000201136142481959,0.000180215065368583,7.31242434751222
"614",614,0.278117425456696,0.552214515350757,9.8,0.0279690908055164,9.17787504007098,0.0832854221353251,0.1051,0.715,"PI_401757",614,182,0.000136427047264803,5.51233438329038e-05,4.94814656214651e-05,0.000473356305010073,0.000191259599028754,0.000171684165293097,4.29501935699213
"615",615,0.294245287204385,0.569803548521301,10.2,0.0270155158153839,9.71009447774471,0.0951191316480677,0.0311,0.747,"Ames_19097",615,183,0.000146266089076682,5.80141872252712e-05,5.18347868326313e-05,0.000523659114603211,0.000207701307313163,0.000185577933680795,9.41846829317815
"616",616,0.307987574559055,0.552790639154137,9.2,0.0266090287603349,10.1635899604488,0.0909292186645993,0.0485,0.662,"PI_213706",616,184,NA,NA,NA,NA,NA,NA,NA
"617",617,0.206527297829192,0.420690262209844,8,0.0267703705475815,6.81540082836335,0.0736051762397647,0.0116,0.422,"PI_222609",617,185,0.000152507305258862,5.75270631234263e-05,5.13889965412489e-05,0.000403118728151739,0.000152059840551624,0.000135835243377619,1.88799656345543
"618",618,0.281530036869539,0.50933540740831,9.4,0.0242346138871033,9.29049121669478,0.0899211239433842,0.0212,0.566,"Ames_1903",618,186,0.000170037958904207,6.44561034260441e-05,5.67649695665075e-05,0.000544163765138891,0.000206275564306542,0.000181662022799905,7.09928379119766
"619",619,0.339921297780407,0.649920932857136,11.1,0.0279278950519576,11.2174028267534,0.097644670519147,0.131,0.963,"PI_221881",619,187,0.000135235520971303,5.62149673205388e-05,5.03704200506144e-05,0.000552244210815001,0.000229557959631845,0.000205691320368221,11.2545561737233
"620",620,0.380566680377598,0.687987500435362,11.4,0.0269667386015582,12.5587004524607,0.100184447089007,0.0971,1.032,"PI_221888",620,188,0.00014596164334552,5.99749006103107e-05,5.33553280783476e-05,0.000630956124980299,0.000259256678794591,0.000230641902076118,15.685815996365
"621",621,0.341323041037764,0.65114419938813,12.2,0.0253951769139644,11.2636603542462,0.0857179871974288,0.0599,0.966,"PI_596543",621,189,0.000141435849638733,5.73560416850475e-05,5.12473179978434e-05,0.000578650787017135,0.0002346584599733,0.00020966608513835,6.42974533292353
"622",622,0.274082347369134,0.470346011886711,7.8,0.0251620082714843,9.04471746318142,0.0871875425135951,0.1304,0.458,"PI_401754",622,190,0.000170696901500378,6.54137035853556e-05,5.74144776786804e-05,0.000504455628599386,0.000193315231097451,0.000169675349543706,5.79449139227092
"623",623,0.339921297780407,0.693746746233733,12.1,0.0292417725994484,11.2174028267534,0.0897714160240096,0.0462,1.15,"PI_360877",623,191,0.000124612494380129,5.25851229246731e-05,4.75433667920621e-05,0.000543178306855153,0.000229215362216108,0.000207238652951833,7.36503326293932
"624",624,0.316650618423356,0.605288921918734,10.2,0.0282978728917037,10.4494704079708,0.0910253537621686,0.149,0.836,"PI_275835",624,192,0.000139165233733902,5.73262309791283e-05,5.12364560319142e-05,0.000529265209480332,0.000218019823154257,0.000194859541475801,7.49996659018514
"625",625,0.208062837914404,0.455563437725013,9.3,0.0266129677215708,6.86607365117533,0.0828326761048374,0.0263,0.515,"PI_483312",625,193,0.000140120571083506,5.36685390891935e-05,4.82769952922913e-05,0.000401079651179521,0.000153620262683486,0.000138187564339059,3.48213908059436
"626",626,0.238031846064166,0.457306893915618,9.3,0.0235779621345648,7.85505092011747,0.0863494295461347,0.0253,0.479,"PI_401755",626,194,0.000161962503563698,6.07732746505637e-05,5.38039543948628e-05,0.000465373980830405,0.000174622521447437,0.000154597267208255,5.23451383525777
"627",627,0.23534213434058,0.476063692128332,8,0.030090194723469,7.76629043323914,0.0789296257890377,0.2493,0.538,"PI_586765",627,195,0.000134735877927605,5.4864494769351e-05,4.91483552171214e-05,0.000403021472423461,0.000164110479003921,0.000147012382978189,2.65428550637507
"628",628,0.294431983404187,0.5545,9.06331324962356,0.0286945854604126,9.954524552,0.0912750431682746,0.108090215260609,0.693601005597417,"cluster_1",628,196,0.000147045077766398,5.91896892046701e-05,5.27672568135587e-05,0.00051230891128772,0.000206218431085983,0.000183842508028318,7.4557844334981
"629",629,0.292536633014478,0.5545,9.10763931162252,0.028763037052996,9.80308419,0.0825728863293152,0.0480660640588793,0.697096062597417,"cluster_2",629,197,0.00014788302917418,5.87820214626261e-05,5.24826129925404e-05,0.000515228355991028,0.000204798105970269,0.000182850801483184,4.54002109903204
"630",630,0.29082630547085,0.5545,9.1475480462899,0.0288245214121714,10.19080487,0.088547349233657,0.0505013905274708,0.700230560597417,"cluster_3",630,198,0.000147306504364169,5.86230363855942e-05,5.23666588297512e-05,0.000513219728417542,0.000204244197788082,0.000182446814135902,6.17479739648974
"631",631,0.299002398586538,0.5545,8.95598763197724,0.02852813245311,10.44534349,0.0873927244673975,0.0427137406203482,0.685080247597417,"cluster_4",631,199,0.000151047100332859,5.98873406969724e-05,5.33792267140611e-05,0.000526252062973692,0.000208649067200491,0.000185974627227611,5.87530904036529
"632",632,0.293099929700609,0.5545,9.09447666268501,0.0287427281409084,7.81968,0.0848894804026364,0.0508659823681871,0.696059691597417,"cluster_5",632,200,0.000147704094551585,5.873007095118e-05,5.24517706766074e-05,0.000514604943068368,0.000204617109024543,0.000182743346044776,4.14129684312158
"633",633,0.304336903132773,0.5545,8.82991893995353,0.0283313016312405,9.769734398,0.0826346389988795,0.0454501404980823,0.674968980597417,"cluster_6",633,201,0.000153502289738124,6.09447411480363e-05,5.41808052914209e-05,0.000534806007317305,0.000212333078131753,0.00018876734803484,4.59328711964912
"634",634,0.302541835254768,0.5545,8.87243880762636,0.0283978475600936,10.02844364,0.0892180694174125,0.125144180116313,0.678391395597417,"cluster_7",634,202,0.000146961636205171,5.91405965308855e-05,5.26872697536909e-05,0.000512018198697826,0.000206047390921696,0.000183563831011852,6.74219977732163
"635",635,0.316620524629561,0.62138647,10.0824318607631,0.0302274242543081,9.920716519,0.0751377900459792,0.0557475840768769,0.898095223838888,"CONICO",635,203,0.000134602893753223,5.54611289512672e-05,4.98903214490598e-05,0.000525528239187688,0.000216536128075796,0.00019478610045116,2.54502412859481
"636",636,0.465481905387959,0.859417738,11.979858186077,0.0328831799586638,11.73968087,0.11437933611133,0.0554029544754701,1.63967714104888,"GORDO",636,204,0.000122292522115969,5.4582261520168e-05,4.93329824245573e-05,0.000660365054892052,0.000294737711687046,0.000266392229738203,23.2794393887136
"637",637,0.477767823499349,0.894420504,12.4397289970736,0.0334937104014618,11.4134055,0.112970161761618,0.0638271457014589,1.7961300280639,"JALA",637,205,NA,NA,NA,NA,NA,NA,NA
"638",638,0.510700406150735,0.93915315,12.6753483536029,0.0338020488192326,13.40379719,0.115453419176554,0.0865342798184684,1.95153767217184,"NALTEL",638,206,0.000112942296677919,5.23215631258905e-05,4.75027505317133e-05,0.000666458179888625,0.000308742913465351,0.000280307711019467,25.2596412294741
"639",639,0.398954684919849,0.75082691,11.1045935042933,0.0316870874151413,11.62670478,0.0907781499885068,0.0305293969126656,1.27101364337472,"PALOME",639,207,0.000130991972338028,5.61412932093154e-05,5.05446645769717e-05,0.000617965712623698,0.000264851300781878,0.000238448731682822,7.78979302453184
"640",640,0.455336648679445,0.8270477,11.5214467950468,0.0322625324694775,13.18281721,0.101653880214754,0.0328368231664068,1.49752318459073,"REVENT",640,208,0.000124666514703835,5.50033494375519e-05,4.96619997240844e-05,0.000647828790295824,0.000285824572965714,0.000258068281457582,14.7326402520327
"641",641,0.436892790545299,0.817158705,11.6989375443289,0.0325043118671094,11.33038684,0.106731221407383,0.0583270564083607,1.49814083515921,"TABLON",641,209,0.000121869479279763,5.41051052436218e-05,4.8922712427307e-05,0.000625721727095681,0.000277795064833385,0.000251186796687193,15.4907864237491
"642",642,0.477726356013474,0.873869623,12.0249194165294,0.0329435277912955,12.333088,0.114885995928103,0.0494519239055989,1.68208927844326,"ZAPCHI",642,210,0.000123626538181875,5.52481544569284e-05,4.98738501590398e-05,0.00067879435105834,0.000303350200557989,0.000273841589770001,24.0082679589511
"643",643,0.359191310993813,0.6831611,10.5049871509526,0.0308396178263587,10.14583333,0.101312757115295,0.264436756823031,1.06088659296235,"TBL_MT",643,211,0.000119019853198418,5.27721066371723e-05,4.76304758196225e-05,0.000510884124949369,0.000226520456852866,0.000204450377866484,11.432378646574
"644",644,0.406364159344072,0.801566516,12.0057223431319,0.0329178324602859,11.21666667,0.102395011651306,0.180231180669803,1.49972423193079,"TBL_WT",644,212,0.000111790174732238,5.06759539522886e-05,4.60773242852309e-05,0.000563019024997624,0.000255223916174935,0.000232063419309504,12.5099746660861
"645",645,0.234664889384407,0.4846779,8.82635931164025,0.0283257231875746,7,0.0825169706507982,0.0265486768850195,0.564999908091992,"AMES19907_obs",645,213,0.000138619819710413,5.43198132893027e-05,4.88732872363018e-05,0.000422141856296784,0.000165421271384891,0.000148834850891878,3.16840209990019
"646",646,0.293400878936003,0.5545,9.08744051680391,0.0287318657636536,8.933722,0.0868984669982786,0.0353569186207801,0.695505178597417,"AMES19907_pred",646,214,0.000148573612544317,5.89363938095593e-05,5.26092927797034e-05,0.000517634366582352,0.000205335943279696,0.000183292157187363,5.12245198826163
"647",647,0.252943248818667,0.6489407,12.0219453667145,0.0329395483927038,8.833333,0.0711391594208835,0.00980392012209244,1.12200016554728,"PI629263_obs",647,215,9.96034650885036e-05,4.25720497529619e-05,3.93020308776398e-05,0.000406124629881198,0.000173583900257313,0.000160250677319088,1.49923008343666
"648",648,0.304075993963395,0.5545,8.83610531209985,0.0283409938192659,9.619483,0.0857975894684394,0.0406135494994577,0.675467678597417,"PI629263_pred",648,216,NA,NA,NA,NA,NA,NA,NA
